status,upload_date,size_kb,identity_name_guess,live_profiles_with_this_identity_name,live_scenarios_with_this_identity,template_scenarios_with_this_identity,s3_key,url,gsheet_preview
orphan,2026-01-06 18:23:53,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/9d72b47e-5e14-43a9-83d8-31e5c1ba2dda/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9d72b47e-5e14-43a9-83d8-31e5c1ba2dda/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9d72b47e-5e14-43a9-83d8-31e5c1ba2dda/tactical_mastermind.jpg"")"
orphan,2026-01-06 18:23:54,588,financial brick mason,stg:lala@gmail.com,,,media/bc29dd4b-da71-468b-8f2f-8764765c75d1/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bc29dd4b-da71-468b-8f2f-8764765c75d1/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bc29dd4b-da71-468b-8f2f-8764765c75d1/financial_brick_mason.jpg"")"
orphan,2026-01-06 18:23:54,288,swimmer,stg:lala@gmail.com,,,media/2b63901d-cf82-40b8-a36c-2f2d20f0973c/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2b63901d-cf82-40b8-a36c-2f2d20f0973c/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2b63901d-cf82-40b8-a36c-2f2d20f0973c/swimmer.jpg"")"
orphan,2026-01-06 18:23:55,349,big wave phenom,stg:lala@gmail.com,,,media/372e5af1-408b-4fbf-b539-47f0ada741b9/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/372e5af1-408b-4fbf-b539-47f0ada741b9/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/372e5af1-408b-4fbf-b539-47f0ada741b9/big_wave_phenom.jpg"")"
orphan,2026-01-06 18:23:55,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/bab9fdc1-21e3-4b3f-a4cd-b34f35383cd0/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bab9fdc1-21e3-4b3f-a4cd-b34f35383cd0/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bab9fdc1-21e3-4b3f-a4cd-b34f35383cd0/master_of_time.jpg"")"
orphan,2026-01-06 18:23:56,446,big brother,stg:lala@gmail.com,,,media/fa429900-c858-4340-8c6b-3c14cb16ebd2/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/fa429900-c858-4340-8c6b-3c14cb16ebd2/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/fa429900-c858-4340-8c6b-3c14cb16ebd2/big_brother.jpg"")"
orphan,2026-01-06 18:23:57,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/2462c62b-a578-445c-920b-f04e034cf0bb/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2462c62b-a578-445c-920b-f04e034cf0bb/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2462c62b-a578-445c-920b-f04e034cf0bb/castle_builder.jpg"")"
orphan,2026-01-06 18:23:57,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/c2776304-8870-49d6-93bd-3599c39086a6/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c2776304-8870-49d6-93bd-3599c39086a6/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c2776304-8870-49d6-93bd-3599c39086a6/manifestation_king.jpg"")"
orphan,2026-01-06 18:23:58,687,dream chaser,,,,media/d5c1e149-ec2f-4894-b918-714d04492cab/dream_chaser.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d5c1e149-ec2f-4894-b918-714d04492cab/dream_chaser.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d5c1e149-ec2f-4894-b918-714d04492cab/dream_chaser.jpg"")"
orphan,2026-01-06 18:25:36,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/58007a76-7749-46c7-94ec-9bd8d3863e33/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/58007a76-7749-46c7-94ec-9bd8d3863e33/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/58007a76-7749-46c7-94ec-9bd8d3863e33/financial_alchemist.jpg"")"
orphan,2026-01-06 18:25:37,588,financial brick mason,stg:lala@gmail.com,,,media/3ce97d57-8405-498d-9fc7-dff2978fc961/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3ce97d57-8405-498d-9fc7-dff2978fc961/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3ce97d57-8405-498d-9fc7-dff2978fc961/financial_brick_mason.jpg"")"
orphan,2026-01-06 18:25:37,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/4e4cab1c-6db1-41b4-bbaf-ae0abf0d98ed/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/4e4cab1c-6db1-41b4-bbaf-ae0abf0d98ed/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/4e4cab1c-6db1-41b4-bbaf-ae0abf0d98ed/tactical_mastermind.jpg"")"
orphan,2026-01-06 18:25:38,288,swimmer,stg:lala@gmail.com,,,media/e7528700-3c4d-4430-be6f-22cdd35b0cd6/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e7528700-3c4d-4430-be6f-22cdd35b0cd6/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e7528700-3c4d-4430-be6f-22cdd35b0cd6/swimmer.jpg"")"
orphan,2026-01-06 18:25:39,349,big wave phenom,stg:lala@gmail.com,,,media/53a403b9-7701-4103-b3c8-9e2ee6c733be/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/53a403b9-7701-4103-b3c8-9e2ee6c733be/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/53a403b9-7701-4103-b3c8-9e2ee6c733be/big_wave_phenom.jpg"")"
orphan,2026-01-06 18:25:39,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/f029cd9c-f510-4530-8185-2abfe66a3faa/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/f029cd9c-f510-4530-8185-2abfe66a3faa/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/f029cd9c-f510-4530-8185-2abfe66a3faa/master_of_time.jpg"")"
orphan,2026-01-06 18:25:40,446,big brother,stg:lala@gmail.com,,,media/c9f8e75c-75bd-4f03-827d-c9b34ead4b7e/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c9f8e75c-75bd-4f03-827d-c9b34ead4b7e/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c9f8e75c-75bd-4f03-827d-c9b34ead4b7e/big_brother.jpg"")"
orphan,2026-01-06 18:25:40,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/354c40fd-1885-4c96-a0b5-dbef378885d2/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/354c40fd-1885-4c96-a0b5-dbef378885d2/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/354c40fd-1885-4c96-a0b5-dbef378885d2/manifestation_king.jpg"")"
orphan,2026-01-06 18:25:41,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/6cbe9dd0-70d8-4976-a89c-35ee30ce7a8a/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/6cbe9dd0-70d8-4976-a89c-35ee30ce7a8a/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/6cbe9dd0-70d8-4976-a89c-35ee30ce7a8a/castle_builder.jpg"")"
orphan,2026-01-06 18:25:42,687,dream chaser,,,,media/789a6ec1-0609-490d-b4b1-cb1f86230519/dream_chaser.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/789a6ec1-0609-490d-b4b1-cb1f86230519/dream_chaser.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/789a6ec1-0609-490d-b4b1-cb1f86230519/dream_chaser.jpg"")"
orphan,2026-01-06 18:25:44,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/19dc7123-ff93-400a-8f92-53ceab91c18e/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/19dc7123-ff93-400a-8f92-53ceab91c18e/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/19dc7123-ff93-400a-8f92-53ceab91c18e/financial_alchemist.jpg"")"
orphan,2026-01-06 18:25:44,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/e7cd2372-a7ed-4f47-96ef-4fd97ac38d26/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e7cd2372-a7ed-4f47-96ef-4fd97ac38d26/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e7cd2372-a7ed-4f47-96ef-4fd97ac38d26/tactical_mastermind.jpg"")"
orphan,2026-01-06 18:25:45,588,financial brick mason,stg:lala@gmail.com,,,media/db51cb58-cbe1-4279-bdb9-bb4295b9672c/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/db51cb58-cbe1-4279-bdb9-bb4295b9672c/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/db51cb58-cbe1-4279-bdb9-bb4295b9672c/financial_brick_mason.jpg"")"
orphan,2026-01-06 18:25:45,288,swimmer,stg:lala@gmail.com,,,media/56f79543-7ec2-47bb-871a-9cc63fafe154/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/56f79543-7ec2-47bb-871a-9cc63fafe154/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/56f79543-7ec2-47bb-871a-9cc63fafe154/swimmer.jpg"")"
orphan,2026-01-06 18:25:46,349,big wave phenom,stg:lala@gmail.com,,,media/e3df9c06-66e4-4297-b04e-493bb57598e1/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e3df9c06-66e4-4297-b04e-493bb57598e1/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e3df9c06-66e4-4297-b04e-493bb57598e1/big_wave_phenom.jpg"")"
orphan,2026-01-06 18:25:46,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/beac85ad-daf4-43b6-9432-33995de21b3e/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/beac85ad-daf4-43b6-9432-33995de21b3e/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/beac85ad-daf4-43b6-9432-33995de21b3e/master_of_time.jpg"")"
orphan,2026-01-06 18:25:47,446,big brother,stg:lala@gmail.com,,,media/d7693c0d-9480-4d42-96ef-fc937c5bde01/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d7693c0d-9480-4d42-96ef-fc937c5bde01/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d7693c0d-9480-4d42-96ef-fc937c5bde01/big_brother.jpg"")"
orphan,2026-01-06 18:25:47,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/ab37ba02-56bc-4e1c-b7d3-f6843e913d29/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ab37ba02-56bc-4e1c-b7d3-f6843e913d29/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ab37ba02-56bc-4e1c-b7d3-f6843e913d29/manifestation_king.jpg"")"
orphan,2026-01-06 18:25:48,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/97f5ca50-945e-4dd7-b11e-5d3b95965498/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/97f5ca50-945e-4dd7-b11e-5d3b95965498/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/97f5ca50-945e-4dd7-b11e-5d3b95965498/castle_builder.jpg"")"
orphan,2026-01-06 18:25:48,687,dream chaser,,,,media/075c138e-061d-41f2-bf6e-26e57ad59234/dream_chaser.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/075c138e-061d-41f2-bf6e-26e57ad59234/dream_chaser.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/075c138e-061d-41f2-bf6e-26e57ad59234/dream_chaser.jpg"")"
orphan,2026-01-06 18:27:19,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/47cd9661-f9fa-4e60-98d5-3e09c871f3f3/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/47cd9661-f9fa-4e60-98d5-3e09c871f3f3/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/47cd9661-f9fa-4e60-98d5-3e09c871f3f3/financial_alchemist.jpg"")"
orphan,2026-01-06 18:27:19,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/09df024b-df96-4e6f-9cb5-09a520c04aec/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/09df024b-df96-4e6f-9cb5-09a520c04aec/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/09df024b-df96-4e6f-9cb5-09a520c04aec/tactical_mastermind.jpg"")"
orphan,2026-01-06 18:27:20,588,financial brick mason,stg:lala@gmail.com,,,media/bd6ed07f-b08d-4e60-91da-87a526f546d7/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bd6ed07f-b08d-4e60-91da-87a526f546d7/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bd6ed07f-b08d-4e60-91da-87a526f546d7/financial_brick_mason.jpg"")"
orphan,2026-01-06 18:27:20,288,swimmer,stg:lala@gmail.com,,,media/51277580-4c56-4e83-8f41-8bbf1c547466/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/51277580-4c56-4e83-8f41-8bbf1c547466/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/51277580-4c56-4e83-8f41-8bbf1c547466/swimmer.jpg"")"
orphan,2026-01-06 18:27:21,349,big wave phenom,stg:lala@gmail.com,,,media/d887a03b-7eec-40a5-8696-3756029575d0/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d887a03b-7eec-40a5-8696-3756029575d0/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d887a03b-7eec-40a5-8696-3756029575d0/big_wave_phenom.jpg"")"
orphan,2026-01-06 18:27:21,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/eb156ee9-a066-4e64-8356-fded0f8ac51a/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/eb156ee9-a066-4e64-8356-fded0f8ac51a/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/eb156ee9-a066-4e64-8356-fded0f8ac51a/master_of_time.jpg"")"
orphan,2026-01-06 18:27:22,446,big brother,stg:lala@gmail.com,,,media/4338cd94-d91d-4853-8a41-d95b83dcdbc7/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/4338cd94-d91d-4853-8a41-d95b83dcdbc7/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/4338cd94-d91d-4853-8a41-d95b83dcdbc7/big_brother.jpg"")"
orphan,2026-01-06 18:27:22,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/299d6d4f-fae9-4b1d-ac0f-add3ddd559e9/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/299d6d4f-fae9-4b1d-ac0f-add3ddd559e9/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/299d6d4f-fae9-4b1d-ac0f-add3ddd559e9/manifestation_king.jpg"")"
orphan,2026-01-06 18:27:23,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/9b599436-73f3-4987-a3c9-f9132643ef76/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9b599436-73f3-4987-a3c9-f9132643ef76/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9b599436-73f3-4987-a3c9-f9132643ef76/castle_builder.jpg"")"
orphan,2026-01-06 18:27:23,687,dream chaser,,,,media/b6f21841-d6ef-4dd2-81ff-8ca43f6a5cbe/dream_chaser.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b6f21841-d6ef-4dd2-81ff-8ca43f6a5cbe/dream_chaser.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b6f21841-d6ef-4dd2-81ff-8ca43f6a5cbe/dream_chaser.jpg"")"
orphan,2026-01-06 18:27:25,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/392e2cfe-f741-4bd4-926b-5ce047f120d9/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/392e2cfe-f741-4bd4-926b-5ce047f120d9/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/392e2cfe-f741-4bd4-926b-5ce047f120d9/financial_alchemist.jpg"")"
orphan,2026-01-06 18:27:26,588,financial brick mason,stg:lala@gmail.com,,,media/dc903e6f-b89d-47f6-a2d2-7bc1d792676d/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/dc903e6f-b89d-47f6-a2d2-7bc1d792676d/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/dc903e6f-b89d-47f6-a2d2-7bc1d792676d/financial_brick_mason.jpg"")"
orphan,2026-01-06 18:27:26,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/ec268cf7-7d85-4f60-a1a5-0ac02873d9de/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ec268cf7-7d85-4f60-a1a5-0ac02873d9de/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ec268cf7-7d85-4f60-a1a5-0ac02873d9de/tactical_mastermind.jpg"")"
orphan,2026-01-06 18:27:27,288,swimmer,stg:lala@gmail.com,,,media/c1c98545-1f6e-4511-abb5-de5ae5e5d7f4/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c1c98545-1f6e-4511-abb5-de5ae5e5d7f4/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c1c98545-1f6e-4511-abb5-de5ae5e5d7f4/swimmer.jpg"")"
orphan,2026-01-06 18:27:28,349,big wave phenom,stg:lala@gmail.com,,,media/9f4b7e4e-98e2-45d4-9416-0fb1bac2f489/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9f4b7e4e-98e2-45d4-9416-0fb1bac2f489/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9f4b7e4e-98e2-45d4-9416-0fb1bac2f489/big_wave_phenom.jpg"")"
orphan,2026-01-06 18:27:28,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/050c4e32-371c-47de-b33f-d45508f6d63c/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/050c4e32-371c-47de-b33f-d45508f6d63c/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/050c4e32-371c-47de-b33f-d45508f6d63c/master_of_time.jpg"")"
orphan,2026-01-06 18:27:29,446,big brother,stg:lala@gmail.com,,,media/2770c5ee-bbd4-4baa-be2e-dfa15b296c18/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2770c5ee-bbd4-4baa-be2e-dfa15b296c18/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2770c5ee-bbd4-4baa-be2e-dfa15b296c18/big_brother.jpg"")"
orphan,2026-01-06 18:27:29,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/3f9a4589-c0f5-4f9b-85f1-96435fd61c24/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f9a4589-c0f5-4f9b-85f1-96435fd61c24/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f9a4589-c0f5-4f9b-85f1-96435fd61c24/manifestation_king.jpg"")"
orphan,2026-01-06 18:27:30,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/4881fa7d-aea4-46c3-a229-68fae6fc167e/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/4881fa7d-aea4-46c3-a229-68fae6fc167e/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/4881fa7d-aea4-46c3-a229-68fae6fc167e/castle_builder.jpg"")"
orphan,2026-01-06 18:27:30,687,dream chaser,,,,media/e7ec708c-ec40-44b8-92ce-499d8c144fc4/dream_chaser.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e7ec708c-ec40-44b8-92ce-499d8c144fc4/dream_chaser.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e7ec708c-ec40-44b8-92ce-499d8c144fc4/dream_chaser.jpg"")"
orphan,2026-01-06 18:38:36,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/d97f1fbf-8b2f-4086-b41d-3dcdcc20c5e0/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d97f1fbf-8b2f-4086-b41d-3dcdcc20c5e0/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d97f1fbf-8b2f-4086-b41d-3dcdcc20c5e0/financial_alchemist.jpg"")"
orphan,2026-01-06 18:38:37,588,financial brick mason,stg:lala@gmail.com,,,media/7b9e8c98-aec2-414d-838b-4bd6ce547cb8/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7b9e8c98-aec2-414d-838b-4bd6ce547cb8/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7b9e8c98-aec2-414d-838b-4bd6ce547cb8/financial_brick_mason.jpg"")"
orphan,2026-01-06 18:38:37,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/3fd40154-2f4c-467c-af15-dc0347c60760/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3fd40154-2f4c-467c-af15-dc0347c60760/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3fd40154-2f4c-467c-af15-dc0347c60760/tactical_mastermind.jpg"")"
orphan,2026-01-06 18:38:38,288,swimmer,stg:lala@gmail.com,,,media/3f0adac7-429a-40d8-91a6-83fc75d4cea4/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f0adac7-429a-40d8-91a6-83fc75d4cea4/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f0adac7-429a-40d8-91a6-83fc75d4cea4/swimmer.jpg"")"
